Day, Time, Moisture 1, Moisture 2, Moisture 3, Moisture 4, Moisture 5, Moisture 6, Moisture 7, Moisture 8, Moisture 9, Moisture 10, 
2026-3-11, 16-2-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-3-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-4-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-5-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-5-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-6-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-7-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-8-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-9-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-10-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-10-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-11-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-12-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-13-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-14-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-15-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-15-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-16-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-17-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-18-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-19-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-20-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-20-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-21-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-22-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-23-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-24-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-25-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-25-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-26-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-27-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-28-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-29-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-30-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-31-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-31-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-32-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-33-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-34-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-35-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-36-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-36-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-37-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-38-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-39-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-40-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-41-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-41-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-42-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-43-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-44-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-45-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-46-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-46-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-47-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-48-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-49-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-50-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-51-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-52-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-52-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-53-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-54-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-55-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-56-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-57-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-57-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-58-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 16-59-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-0-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-1-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-2-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-2-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-3-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-4-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-5-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-6-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-7-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-7-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-8-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-9-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-10-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-11-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-12-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-12-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-13-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-14-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-15-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-16-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-17-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-18-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-18-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-19-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-20-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-21-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-22-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-23-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-23-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-24-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-25-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-26-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-27-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-28-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-28-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-29-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-30-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-31-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-32-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-33-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-33-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-34-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-35-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-36-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-37-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-38-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-38-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-39-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-40-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-41-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-42-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-43-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-44-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-44-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-45-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-46-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-47-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-48-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-49-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-49-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-50-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-51-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-52-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-53-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-54-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-54-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-55-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-56-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-57-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-58-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-59-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 17-59-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-0-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-1-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-2-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-3-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-4-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-5-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-5-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-6-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-7-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-8-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-9-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-10-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-10-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-11-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-12-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-13-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-14-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-15-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-15-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-16-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-17-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-18-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-19-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-20-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-20-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-21-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-22-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-23-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-24-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-25-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-25-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-26-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-27-39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-28-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-29-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-30-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-31-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-31-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-32-41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-33-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-34-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-35-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-36-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-36-53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-37-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-38-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-39-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-40-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-41-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-41-55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-42-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-43-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-44-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-45-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-46-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-46-57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-47-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-48-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-49-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-50-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-51-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-51-59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-52-49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-53-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-54-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-55-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-56-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-57-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-57-51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-58-42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 18-59-32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-0-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-1-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-2-3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-2-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-3-44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-4-34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-5-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-6-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-7-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-7-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-8-46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-9-36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-10-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-11-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-12-7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-12-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-13-48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-14-38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-15-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-16-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-17-9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-18-0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-18-50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-19-40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-20-31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-21-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-22-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-23-2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-23-52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-24-43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-25-33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-26-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-27-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-28-4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-28-54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-29-45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-30-35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-31-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-32-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-33-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-33-56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-34-47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-35-37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-36-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-37-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-38-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2026-3-11, 19-38-58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
